30420411	EMBL
29979172	EMBL
29855469	EMBL
29703953	EMBL
29202182	EMBL
30586936	Member states
30501559	Member states
30510221	Member states
30348641	Member states
30445040	Member states
30323286	Member states
30279485	Member states
30279641	Member states
30202032	Member states
30197299	Member states
30257209	Member states
30150752	Member states
29979188	Member states
29772603	Member states
29717714	Member states
29632076	Member states
29694868	Member states
29517086	Member states
29523789	Member states
29401259	Member states
29488914	Member states
29765606	Member states
29307485	Member states
30239791	Worldwide
30385318	Worldwide
30109982	Worldwide
30093619	Worldwide
29941893	Worldwide
29739942	Worldwide
29626148	Worldwide
29377672	Worldwide
29317535	Worldwide
