30573687	EMBL
30509971	EMBL
30529233	EMBL
30477938	EMBL
30399354	EMBL
30442834	EMBL
30393032	EMBL
30352994	EMBL
30306530	EMBL
30275240	EMBL
30471692	EMBL
30192979	EMBL
30158686	EMBL
30262483	EMBL
30103204	EMBL
30095292	EMBL
30002254	EMBL
30015202	EMBL
30021792	EMBL
29980614	EMBL
29903878	EMBL
30035255	EMBL
29915285	EMBL
29855469	EMBL
29844520	EMBL
29844523	EMBL
29735745	EMBL
29688703	EMBL
29373712	EMBL
29957209	EMBL
29748290	EMBL
29957216	EMBL
29703953	EMBL
29632028	EMBL
29706546	EMBL
29677508	EMBL
29253079	EMBL
29553252	EMBL
29605547	EMBL
29551265	EMBL
29556107	EMBL
29522506	EMBL
29510113	EMBL
29466744	EMBL
29350616	EMBL
29378788	EMBL
29271522	EMBL
31723755	EMBL
29605918	EMBL
29405006	EMBL
29202200	EMBL
29130193	EMBL
29345638	EMBL
30525682	Member states
30382244	Member states
30389682	Member states
30356209	Member states
30537516	Member states
30576927	Member states
30556814	Member states
30595504	Member states
30528433	Member states
30404831	Member states
30338897	Member states
30478053	Member states
30478692	Member states
30478315	Member states
30496853	Member states
30403291	Member states
30451822	Member states
30472253	Member states
30439934	Member states
30455454	Member states
30327572	Member states
30404777	Member states
30444863	Member states
30348684	Member states
30412051	Member states
30414937	Member states
30413623	Member states
30375972	Member states
30044025	Member states
30315098	Member states
30335213	Member states
30356040	Member states
30301451	Member states
30349083	Member states
30344052	Member states
30296079	Member states
30305279	Member states
30342881	Member states
30339965	Member states
29987844	Member states
30279485	Member states
30275468	Member states
30188119	Member states
30213827	Member states
30230473	Member states
30456388	Member states
30191648	Member states
30181345	Member states
30177554	Member states
30202089	Member states
30217893	Member states
30195436	Member states
30227271	Member states
30181144	Member states
30193107	Member states
29668830	Member states
30453274	Member states
30135501	Member states
30098110	Member states
30158243	Member states
30166420	Member states
30127504	Member states
30171252	Member states
30171064	Member states
30104685	Member states
30111844	Member states
30097543	Member states
30149001	Member states
30068331	Member states
30086431	Member states
30078552	Member states
30069041	Member states
30069051	Member states
30123735	Member states
30057119	Member states
30038005	Member states
30050042	Member states
30001516	Member states
29929426	Member states
29967282	Member states
29873161	Member states
29915387	Member states
29949971	Member states
29973719	Member states
29718427	Member states
29967062	Member states
29875405	Member states
29946186	Member states
29946118	Member states
29940847	Member states
29934552	Member states
29930102	Member states
29930011	Member states
29961575	Member states
29889857	Member states
29925568	Member states
29951053	Member states
29897331	Member states
29875261	Member states
29915221	Member states
29769714	Member states
29845757	Member states
29778738	Member states
29789562	Member states
29802930	Member states
29787710	Member states
30100619	Member states
29753045	Member states
29753700	Member states
29764365	Member states
29738712	Member states
29635476	Member states
29135507	Member states
29957211	Member states
29669589	Member states
29662076	Member states
29642841	Member states
29630062	Member states
29851558	Member states
29653964	Member states
29614044	Member states
29627527	Member states
29617365	Member states
29632341	Member states
29634935	Member states
29581545	Member states
29441658	Member states
29572382	Member states
29551266	Member states
29551226	Member states
29551561	Member states
29498278	Member states
29212341	Member states
29545204	Member states
29578097	Member states
29559343	Member states
29534903	Member states
29522742	Member states
29590630	Member states
29531309	Member states
29440750	Member states
29497092	Member states
29496731	Member states
29370437	Member states
29500419	Member states
29491397	Member states
29489754	Member states
29492455	Member states
29445858	Member states
29850398	Member states
29453713	Member states
29378392	Member states
29449567	Member states
29444437	Member states
29706852	Member states
29363612	Member states
29429564	Member states
29339797	Member states
29371626	Member states
29334844	Member states
29943295	Member states
29294268	Member states
29358710	Member states
29321627	Member states
30687288	Member states
29118030	Member states
29797254	Member states
29343546	Member states
29342133	Member states
29343537	Member states
29405009	Member states
29301985	Member states
29298866	Member states
29177508	Member states
29136216	Member states
29130204	Member states
29138229	Member states
28968857	Member states
29027175	Member states
29040681	Member states
30404824	Worldwide
30595434	Worldwide
30567997	Worldwide
30377375	Worldwide
30379746	Worldwide
30414923	Worldwide
30158708	Worldwide
30381362	Worldwide
30328692	Worldwide
30340043	Worldwide
30058291	Worldwide
30177810	Worldwide
29982589	Worldwide
30262496	Worldwide
30135203	Worldwide
30109982	Worldwide
30166461	Worldwide
30117746	Worldwide
30059201	Worldwide
30069050	Worldwide
30056386	Worldwide
30015291	Worldwide
30002967	Worldwide
31007706	Worldwide
29942005	Worldwide
29932646	Worldwide
30008298	Worldwide
29753320	Worldwide
29734294	Worldwide
29739942	Worldwide
29723188	Worldwide
29712925	Worldwide
29434373	Worldwide
29677489	Worldwide
29451726	Worldwide
29555020	Worldwide
29608169	Worldwide
29555994	Worldwide
29539636	Worldwide
29487294	Worldwide
29446774	Worldwide
29422612	Worldwide
29472443	Worldwide
29474908	Worldwide
29437120	Worldwide
29358629	Worldwide
29301499	Worldwide
