26551575	EMBL
26777292	EMBL
26554050	EMBL
26658141	EMBL
26690966	EMBL
26657559	EMBL
26687625	EMBL
26632259	EMBL
26673705	EMBL
26603383	EMBL
26605533	EMBL
26602977	EMBL
26615177	EMBL
26615190	EMBL
26700850	EMBL
27066174	EMBL
26558551	EMBL
26582919	EMBL
26594367	EMBL
26517669	EMBL
26517120	EMBL
27136055	EMBL
26506980	EMBL
26455268	EMBL
26527411	EMBL
26527722	EMBL
26527717	EMBL
26273952	EMBL
26476444	EMBL
26460941	EMBL
26370900	EMBL
26392568	EMBL
26377442	EMBL
26310756	EMBL
26302384	EMBL
26320411	EMBL
26299969	EMBL
26172575	EMBL
26256955	EMBL
26255961	EMBL
26207681	EMBL
26227665	EMBL
26201396	EMBL
26313441	EMBL
26174932	EMBL
26142758	EMBL
26174204	EMBL
26153857	EMBL
26207192	EMBL
26172338	EMBL
26190108	EMBL
26088053	EMBL
26075357	EMBL
26093149	EMBL
26093128	EMBL
26089324	EMBL
26060179	EMBL
26056140	EMBL
26089517	EMBL
26037805	EMBL
26130714	EMBL
26072506	EMBL
26072485	EMBL
26040288	EMBL
25946651	EMBL
25944357	EMBL
26002881	EMBL
25924720	EMBL
26034064	EMBL
26004069	EMBL
26004509	EMBL
25984241	EMBL
25957950	EMBL
25996897	EMBL
25988527	EMBL
25941371	EMBL
26004322	EMBL
26000846	EMBL
25982077	EMBL
26451290	EMBL
25906116	EMBL
25975639	EMBL
25934933	EMBL
25909630	EMBL
25792362	EMBL
25963826	EMBL
25756341	EMBL
25757426	EMBL
25995844	EMBL
25956846	EMBL
25904633	EMBL
25852188	EMBL
25867922	EMBL
25849637	EMBL
25861964	EMBL
25945570	EMBL
25845596	EMBL
25883136	EMBL
25854316	EMBL
25887522	EMBL
25814556	EMBL
25840797	EMBL
25814682	EMBL
25774713	EMBL
25648416	EMBL
25855807	EMBL
25757102	EMBL
25757192	EMBL
25977812	EMBL
26194583	EMBL
25805211	EMBL
25158685	EMBL
25755257	EMBL
25754994	EMBL
25755299	EMBL
25778731	EMBL
25776020	EMBL
25779052	EMBL
25774284	EMBL
25866658	EMBL
25667547	EMBL
25717003	EMBL
25638809	EMBL
25710533	EMBL
25661704	EMBL
25726450	EMBL
25652942	EMBL
25707793	EMBL
25723929	EMBL
25475079	EMBL
25723949	EMBL
25759645	EMBL
25619997	EMBL
25675087	EMBL
25628217	EMBL
26621468	EMBL
27308496	EMBL
25645249	EMBL
25646408	EMBL
25569170	EMBL
25583149	EMBL
25347964	EMBL
25964657	EMBL
25502194	EMBL
25502205	EMBL
25502193	EMBL
25862163	EMBL
25245696	EMBL
25573919	EMBL
25343870	EMBL
25344665	EMBL
25483070	EMBL
25789152	EMBL
26713445	Member states
26683375	Member states
26717982	Member states
26725008	Member states
26719420	Member states
26694144	Member states
26621052	Member states
26673823	Member states
26690675	Member states
26686736	Member states
26669262	Member states
26632262	Member states
26632267	Member states
26642067	Member states
26642852	Member states
26615982	Member states
26655270	Member states
26613410	Member states
26909315	Member states
26697050	Member states
26658840	Member states
26449181	Member states
26673727	Member states
26628922	Member states
26652797	Member states
26633628	Member states
26555438	Member states
26615199	Member states
26628378	Member states
26628374	Member states
26670777	Member states
26675351	Member states
26670742	Member states
26659665	Member states
26700849	Member states
26700851	Member states
26589460	Member states
26549429	Member states
26612985	Member states
26586805	Member states
26479518	Member states
27057447	Member states
26607953	Member states
26556646	Member states
26588991	Member states
26586442	Member states
26560478	Member states
26581338	Member states
26555056	Member states
26536275	Member states
26627243	Member states
26524241	Member states
26472281	Member states
26590256	Member states
26589293	Member states
26582926	Member states
26578596	Member states
26572621	Member states
29861973	Member states
26546739	Member states
26498474	Member states
26507169	Member states
26538599	Member states
26520658	Member states
26546681	Member states
26545397	Member states
26580226	Member states
26521030	Member states
26617286	Member states
26598531	Member states
26527148	Member states
26527149	Member states
26551672	Member states
26497898	Member states
26507285	Member states
26504146	Member states
26367381	Member states
26460479	Member states
26614903	Member states
26493315	Member states
26494625	Member states
26527268	Member states
26510976	Member states
26510930	Member states
26506308	Member states
26481350	Member states
26539210	Member states
26367542	Member states
26454869	Member states
27134723	Member states
26424125	Member states
26492277	Member states
26440409	Member states
26295439	Member states
26476451	Member states
26440885	Member states
26450166	Member states
26485003	Member states
26485514	Member states
26483167	Member states
26467284	Member states
26468275	Member states
26468280	Member states
26524320	Member states
26457177	Member states
26434995	Member states
26594370	Member states
26461433	Member states
26459596	Member states
26446261	Member states
26798828	Member states
26431182	Member states
26456112	Member states
26443852	Member states
26379230	Member states
26410588	Member states
26416747	Member states
26424851	Member states
26415501	Member states
26416038	Member states
26387834	Member states
26389664	Member states
26410586	Member states
26332704	Member states
26391666	Member states
26335586	Member states
26377836	Member states
26405228	Member states
26177862	Member states
26346705	Member states
26365803	Member states
26389116	Member states
26359497	Member states
26349056	Member states
26351271	Member states
26459637	Member states
26370583	Member states
26309733	Member states
26209734	Member states
26196764	Member states
26322135	Member states
26292319	Member states
26306643	Member states
26310939	Member states
26292944	Member states
26285779	Member states
30090244	Member states
26248267	Member states
26319014	Member states
26272054	Member states
26299573	Member states
26147071	Member states
26300911	Member states
26324778	Member states
26226383	Member states
26271723	Member states
26263512	Member states
26260686	Member states
26268986	Member states
26282267	Member states
26246193	Member states
26237553	Member states
26264665	Member states
26256789	Member states
26249356	Member states
26575904	Member states
26254597	Member states
26249811	Member states
26425413	Member states
26249340	Member states
26215368	Member states
26215161	Member states
26076068	Member states
26315429	Member states
26178299	Member states
26208466	Member states
26142281	Member states
